,cat,pid,tid,latency_us,ts,ph,node,operator,args_thread_scheduling_stats,args_input_type_shape,args_parameter_size,args_activation_size,args_node_index,args_output_size,args_provider,args_output_type_shape
165,Node,11178,11178,26,597770,X,Reshape_gme_119,Reshape,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 38, 'core': 40}, '139996788307712': {'num_run': 38, 'core': 32}, '139996645697280': {'num_run': 38, 'core': 21}, '139996779915008': {'num_run': 38, 'core': 45}, '139996771522304': {'num_run': 38, 'core': 15}, '139996763129600': {'num_run': 38, 'core': 11}, '139996754736896': {'num_run': 38, 'core': 35}}}","[{'float': [1, 32, 200, 148, 8]}, {'int64': [4]}]",32,30310400,165,30310400,CPUExecutionProvider,"[{'float': [1, 256, 200, 148]}]"
166,Node,11178,11178,0,597800,X,Reshape_gme_119_fence_after,Reshape,,,,,,,,
167,Node,11178,11178,0,597802,X,Resize_nchwc_gme_136_fence_before,Upsample,,,,,,,,
168,Node,11178,11178,53829,597803,X,Resize_nchwc_gme_136,Upsample,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 38, 'core': 40}, '139996788307712': {'num_run': 38, 'core': 32}, '139996645697280': {'num_run': 38, 'core': 21}, '139996779915008': {'num_run': 38, 'core': 45}, '139996771522304': {'num_run': 38, 'core': 15}, '139996763129600': {'num_run': 38, 'core': 11}, '139996754736896': {'num_run': 38, 'core': 35}}}","[{'float': [1, 256, 200, 148]}]",0,30310400,172,121241600,CPUExecutionProvider,"[{'float': [1, 256, 400, 296]}]"
169,Node,11178,11178,0,651644,X,Resize_nchwc_gme_136_fence_after,Upsample,,,,,,,,
170,Node,11178,11178,0,651651,X,Reshape_gme_144_fence_before,Reshape,,,,,,,,
171,Node,11178,11178,26,651652,X,Reshape_gme_144,Reshape,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 38, 'core': 40}, '139996788307712': {'num_run': 38, 'core': 32}, '139996645697280': {'num_run': 38, 'core': 21}, '139996779915008': {'num_run': 38, 'core': 45}, '139996771522304': {'num_run': 38, 'core': 15}, '139996763129600': {'num_run': 38, 'core': 11}, '139996754736896': {'num_run': 38, 'core': 35}}}","[{'float': [1, 256, 400, 296]}, {'int64': [5]}]",40,121241600,175,121241600,CPUExecutionProvider,"[{'float': [1, 32, 400, 296, 8]}]"
172,Node,11178,11178,0,651682,X,Reshape_gme_144_fence_after,Reshape,,,,,,,,
173,Node,11178,11178,0,651684,X,Conv_nchwc_gme_139_fence_before,Conv,,,,,,,,
174,Node,11178,11178,16792,651685,X,Conv_nchwc_gme_139,Conv,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 8, 'Distribution': 2, 'DistributionEnqueue': 1, 'Run': 16450, 'Wait': 247, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 39, 'core': 40}, '139996788307712': {'num_run': 39, 'core': 24}, '139996645697280': {'num_run': 39, 'core': 21}, '139996779915008': {'num_run': 39, 'core': 45}, '139996771522304': {'num_run': 39, 'core': 15}, '139996763129600': {'num_run': 39, 'core': 11}, '139996754736896': {'num_run': 39, 'core': 35}}}","[{'float': [1, 64, 400, 296]}, {'float': [256, 64, 1, 1]}]",65536,30310400,173,121241600,CPUExecutionProvider,"[{'float': [1, 256, 400, 296]}]"
175,Node,11178,11178,0,668485,X,Conv_nchwc_gme_139_fence_after,Conv,,,,,,,,
176,Node,11178,11178,2,668495,X,Reshape_gme_142_fence_before,Reshape,,,,,,,,
177,Node,11178,11178,24,668498,X,Reshape_gme_142,Reshape,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 39, 'core': 40}, '139996788307712': {'num_run': 39, 'core': 24}, '139996645697280': {'num_run': 39, 'core': 21}, '139996779915008': {'num_run': 39, 'core': 45}, '139996771522304': {'num_run': 39, 'core': 15}, '139996763129600': {'num_run': 39, 'core': 11}, '139996754736896': {'num_run': 39, 'core': 35}}}","[{'float': [1, 256, 400, 296]}, {'int64': [5]}]",40,121241600,174,121241600,CPUExecutionProvider,"[{'float': [1, 32, 400, 296, 8]}]"
178,Node,11178,11178,0,668526,X,Reshape_gme_142_fence_after,Reshape,,,,,,,,
179,Node,11178,11178,0,668528,X,Add_10_fence_before,Add,,,,,,,,
180,Node,11178,11178,12063,668529,X,Add_10,Add,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [947200], 'core': 8, 'Distribution': 1, 'DistributionEnqueue': 0, 'Run': 11781, 'Wait': 190, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 40, 'core': 40}, '139996788307712': {'num_run': 40, 'core': 24}, '139996645697280': {'num_run': 40, 'core': 21}, '139996779915008': {'num_run': 40, 'core': 45}, '139996771522304': {'num_run': 40, 'core': 15}, '139996763129600': {'num_run': 40, 'core': 11}, '139996754736896': {'num_run': 40, 'core': 35}}}","[{'float': [1, 32, 400, 296, 8]}, {'float': [1, 32, 400, 296, 8]}]",0,242483200,86,121241600,CPUExecutionProvider,"[{'float': [1, 32, 400, 296, 8]}]"
181,Node,11178,11178,0,680601,X,Add_10_fence_after,Add,,,,,,,,
182,Node,11178,11178,5,696682,X,Reshape_gme_146_fence_before,Reshape,,,,,,,,
183,Node,11178,11178,55,696697,X,Reshape_gme_146,Reshape,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 40, 'core': 40}, '139996788307712': {'num_run': 40, 'core': 24}, '139996645697280': {'num_run': 40, 'core': 21}, '139996779915008': {'num_run': 40, 'core': 45}, '139996771522304': {'num_run': 40, 'core': 15}, '139996763129600': {'num_run': 40, 'core': 11}, '139996754736896': {'num_run': 40, 'core': 35}}}","[{'float': [1, 32, 400, 296, 8]}, {'int64': [4]}]",32,121241600,176,121241600,CPUExecutionProvider,"[{'float': [1, 256, 400, 296]}]"
184,Node,11178,11178,0,696756,X,Reshape_gme_146_fence_after,Reshape,,,,,,,,
185,Node,11178,11178,0,696759,X,Conv_nchwc_gme_149_fence_before,Conv,,,,,,,,
186,Node,11178,11178,66380,696760,X,Conv_nchwc_gme_149,Conv,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 8, 'Distribution': 2, 'DistributionEnqueue': 1, 'Run': 66151, 'Wait': 138, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 41, 'core': 40}, '139996788307712': {'num_run': 41, 'core': 24}, '139996645697280': {'num_run': 41, 'core': 21}, '139996779915008': {'num_run': 41, 'core': 45}, '139996771522304': {'num_run': 41, 'core': 15}, '139996763129600': {'num_run': 41, 'core': 11}, '139996754736896': {'num_run': 41, 'core': 35}}}","[{'float': [1, 256, 400, 296]}, {'float': [64, 256, 3, 3]}]",589824,121241600,177,30310400,CPUExecutionProvider,"[{'float': [1, 64, 400, 296]}]"
187,Node,11178,11178,0,763150,X,Conv_nchwc_gme_149_fence_after,Conv,,,,,,,,
188,Node,11178,11178,3,771583,X,Conv_nchwc_gme_132_fence_before,Conv,,,,,,,,
189,Node,11178,11178,1269,771594,X,Conv_nchwc_gme_132,Conv,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 8, 'Distribution': 3, 'DistributionEnqueue': 2, 'Run': 1140, 'Wait': 22, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 42, 'core': 40}, '139996788307712': {'num_run': 42, 'core': 24}, '139996645697280': {'num_run': 42, 'core': 21}, '139996779915008': {'num_run': 42, 'core': 45}, '139996771522304': {'num_run': 42, 'core': 15}, '139996763129600': {'num_run': 42, 'core': 11}, '139996754736896': {'num_run': 42, 'core': 35}}}","[{'float': [1, 256, 50, 37]}, {'float': [64, 256, 3, 3]}]",589824,1894400,170,473600,CPUExecutionProvider,"[{'float': [1, 64, 50, 37]}]"
190,Node,11178,11178,0,772869,X,Conv_nchwc_gme_132_fence_after,Conv,,,,,,,,
191,Node,11178,11178,0,772875,X,Resize_nchwc_gme_134_fence_before,Upsample,,,,,,,,
192,Node,11178,11178,15230,772877,X,Resize_nchwc_gme_134,Upsample,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 42, 'core': 40}, '139996788307712': {'num_run': 42, 'core': 24}, '139996645697280': {'num_run': 42, 'core': 21}, '139996779915008': {'num_run': 42, 'core': 45}, '139996771522304': {'num_run': 42, 'core': 15}, '139996763129600': {'num_run': 42, 'core': 11}, '139996754736896': {'num_run': 42, 'core': 35}}}","[{'float': [1, 64, 50, 37]}]",0,473600,171,30310400,CPUExecutionProvider,"[{'float': [1, 64, 400, 296]}]"
193,Node,11178,11178,0,788117,X,Resize_nchwc_gme_134_fence_after,Upsample,,,,,,,,
194,Node,11178,11178,1,788128,X,Conv_nchwc_gme_127_fence_before,Conv,,,,,,,,
195,Node,11178,11178,4324,788130,X,Conv_nchwc_gme_127,Conv,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 8, 'Distribution': 2, 'DistributionEnqueue': 1, 'Run': 4208, 'Wait': 62, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 43, 'core': 40}, '139996788307712': {'num_run': 43, 'core': 24}, '139996645697280': {'num_run': 43, 'core': 21}, '139996779915008': {'num_run': 43, 'core': 45}, '139996771522304': {'num_run': 43, 'core': 15}, '139996763129600': {'num_run': 43, 'core': 11}, '139996754736896': {'num_run': 43, 'core': 35}}}","[{'float': [1, 256, 100, 74]}, {'float': [64, 256, 3, 3]}]",589824,7577600,168,1894400,CPUExecutionProvider,"[{'float': [1, 64, 100, 74]}]"
196,Node,11178,11178,0,792460,X,Conv_nchwc_gme_127_fence_after,Conv,,,,,,,,
197,Node,11178,11178,0,792466,X,Resize_nchwc_gme_129_fence_before,Upsample,,,,,,,,
198,Node,11178,11178,13480,792468,X,Resize_nchwc_gme_129,Upsample,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 43, 'core': 40}, '139996788307712': {'num_run': 43, 'core': 24}, '139996645697280': {'num_run': 43, 'core': 21}, '139996779915008': {'num_run': 43, 'core': 45}, '139996771522304': {'num_run': 43, 'core': 15}, '139996763129600': {'num_run': 43, 'core': 11}, '139996754736896': {'num_run': 43, 'core': 35}}}","[{'float': [1, 64, 100, 74]}]",0,1894400,169,30310400,CPUExecutionProvider,"[{'float': [1, 64, 400, 296]}]"
199,Node,11178,11178,0,805958,X,Resize_nchwc_gme_129_fence_after,Upsample,,,,,,,,
200,Node,11178,11178,4,805969,X,Conv_nchwc_gme_122_fence_before,Conv,,,,,,,,
201,Node,11178,11178,16895,805975,X,Conv_nchwc_gme_122,Conv,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 8, 'Distribution': 2, 'DistributionEnqueue': 1, 'Run': 16682, 'Wait': 103, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 44, 'core': 40}, '139996788307712': {'num_run': 44, 'core': 24}, '139996645697280': {'num_run': 44, 'core': 21}, '139996779915008': {'num_run': 44, 'core': 45}, '139996771522304': {'num_run': 44, 'core': 15}, '139996763129600': {'num_run': 44, 'core': 11}, '139996754736896': {'num_run': 44, 'core': 35}}}","[{'float': [1, 256, 200, 148]}, {'float': [64, 256, 3, 3]}]",589824,30310400,166,7577600,CPUExecutionProvider,"[{'float': [1, 64, 200, 148]}]"
202,Node,11178,11178,0,822880,X,Conv_nchwc_gme_122_fence_after,Conv,,,,,,,,
203,Node,11178,11178,0,822892,X,Resize_nchwc_gme_124_fence_before,Upsample,,,,,,,,
204,Node,11178,11178,13735,822893,X,Resize_nchwc_gme_124,Upsample,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 8, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 44, 'core': 40}, '139996788307712': {'num_run': 44, 'core': 24}, '139996645697280': {'num_run': 44, 'core': 21}, '139996779915008': {'num_run': 44, 'core': 45}, '139996771522304': {'num_run': 44, 'core': 15}, '139996763129600': {'num_run': 44, 'core': 11}, '139996754736896': {'num_run': 44, 'core': 35}}}","[{'float': [1, 64, 200, 148]}]",0,7577600,167,30310400,CPUExecutionProvider,"[{'float': [1, 64, 400, 296]}]"
205,Node,11178,11178,0,836639,X,Resize_nchwc_gme_124_fence_after,Upsample,,,,,,,,
206,Node,11178,11178,2,836650,X,Concat_0_fence_before,Concat,,,,,,,,
207,Node,11178,11178,13367,836654,X,Concat_0,Concat,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [236800, 236800, 236800, 236800], 'core': 8, 'Distribution': 7, 'DistributionEnqueue': 2, 'Run': 13067, 'Wait': 150, 'WaitRevoke': 2}, 'sub_threads': {'139996796700416': {'num_run': 48, 'core': 40}, '139996788307712': {'num_run': 48, 'core': 24}, '139996645697280': {'num_run': 48, 'core': 21}, '139996779915008': {'num_run': 48, 'core': 45}, '139996771522304': {'num_run': 48, 'core': 15}, '139996763129600': {'num_run': 48, 'core': 11}, '139996754736896': {'num_run': 48, 'core': 35}}}","[{'float': [1, 64, 400, 296]}, {'float': [1, 64, 400, 296]}, {'float': [1, 64, 400, 296]}, {'float': [1, 64, 400, 296]}]",0,121241600,94,121241600,CPUExecutionProvider,"[{'float': [1, 256, 400, 296]}]"
208,Node,11178,11178,0,850032,X,Concat_0_fence_after,Concat,,,,,,,,
209,Node,11178,11178,3,858734,X,FusedConv_nchwc_gme_153_fence_before,Conv,,,,,,,,
210,Node,11178,11178,67041,858747,X,FusedConv_nchwc_gme_153,Conv,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 16, 'Distribution': 2, 'DistributionEnqueue': 1, 'Run': 66855, 'Wait': 71, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 49, 'core': 40}, '139996788307712': {'num_run': 49, 'core': 24}, '139996645697280': {'num_run': 49, 'core': 21}, '139996779915008': {'num_run': 49, 'core': 45}, '139996771522304': {'num_run': 49, 'core': 15}, '139996763129600': {'num_run': 49, 'core': 11}, '139996754736896': {'num_run': 49, 'core': 35}}}","[{'float': [1, 256, 400, 296]}, {'float': [64, 256, 3, 3]}, {'float': [64]}]",590080,121241600,178,30310400,CPUExecutionProvider,"[{'float': [1, 64, 400, 296]}]"
211,Node,11178,11178,0,925797,X,FusedConv_nchwc_gme_153_fence_after,Conv,,,,,,,,
212,Node,11178,11178,4,934318,X,ReorderOutput_fence_before,ReorderOutput,,,,,,,,
213,Node,11178,11178,18366,934329,X,ReorderOutput,ReorderOutput,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 16, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 49, 'core': 40}, '139996788307712': {'num_run': 49, 'core': 24}, '139996645697280': {'num_run': 49, 'core': 21}, '139996779915008': {'num_run': 49, 'core': 45}, '139996771522304': {'num_run': 49, 'core': 15}, '139996763129600': {'num_run': 49, 'core': 11}, '139996754736896': {'num_run': 49, 'core': 35}}}","[{'float': [1, 64, 400, 296]}]",0,30310400,179,30310400,CPUExecutionProvider,"[{'float': [1, 64, 400, 296]}]"
214,Node,11178,11178,0,952705,X,ReorderOutput_fence_after,ReorderOutput,,,,,,,,
215,Node,11178,11178,0,952717,X,ConvTranspose_0_fence_before,ConvTranspose,,,,,,,,
216,Node,11178,11178,104107,952719,X,ConvTranspose_0,ConvTranspose,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 16, 'Distribution': 3, 'DistributionEnqueue': 1, 'Run': 17869, 'Wait': 408, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 50, 'core': 40}, '139996788307712': {'num_run': 50, 'core': 24}, '139996645697280': {'num_run': 50, 'core': 21}, '139996779915008': {'num_run': 50, 'core': 45}, '139996771522304': {'num_run': 50, 'core': 15}, '139996763129600': {'num_run': 50, 'core': 11}, '139996754736896': {'num_run': 50, 'core': 35}}}","[{'float': [1, 64, 400, 296]}]",0,30310400,98,121241600,CPUExecutionProvider,"[{'float': [1, 64, 800, 592]}]"
217,Node,11178,11178,0,1056855,X,ConvTranspose_0_fence_after,ConvTranspose,,,,,,,,
218,Node,11178,11178,0,1056868,X,Add_11_fence_before,Add,,,,,,,,
219,Node,11178,11178,13531,1056870,X,Add_11,Add,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [2], 'core': 16, 'Distribution': 18, 'DistributionEnqueue': 17, 'Run': 12736, 'Wait': 662, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 51, 'core': 40}, '139996788307712': {'num_run': 51, 'core': 24}, '139996645697280': {'num_run': 51, 'core': 21}, '139996779915008': {'num_run': 51, 'core': 45}, '139996771522304': {'num_run': 51, 'core': 15}, '139996763129600': {'num_run': 51, 'core': 11}, '139996754736896': {'num_run': 51, 'core': 35}}}","[{'float': [1, 64, 800, 592]}, {'float': [1, 64, 1, 1]}]",256,121241600,100,121241600,CPUExecutionProvider,"[{'float': [1, 64, 800, 592]}]"
220,Node,11178,11178,0,1070409,X,Add_11_fence_after,Add,,,,,,,,
221,Node,11178,11178,2,1077695,X,BatchNormalization_24_fence_before,BatchNormalization,,,,,,,,
222,Node,11178,11178,55853,1077702,X,BatchNormalization_24,BatchNormalization,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [], 'core': 16, 'Distribution': 0, 'DistributionEnqueue': 0, 'Run': 0, 'Wait': 0, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 51, 'core': 40}, '139996788307712': {'num_run': 51, 'core': 24}, '139996645697280': {'num_run': 51, 'core': 21}, '139996779915008': {'num_run': 51, 'core': 45}, '139996771522304': {'num_run': 51, 'core': 15}, '139996763129600': {'num_run': 51, 'core': 11}, '139996754736896': {'num_run': 51, 'core': 35}}}","[{'float': [1, 64, 800, 592]}, {'float': [64]}, {'float': [64]}, {'float': [64]}, {'float': [64]}]",1024,121241600,101,121241600,CPUExecutionProvider,"[{'float': [1, 64, 800, 592]}]"
223,Node,11178,11178,0,1133566,X,BatchNormalization_24_fence_after,BatchNormalization,,,,,,,,
224,Node,11178,11178,1,1141988,X,Relu_20_fence_before,Relu,,,,,,,,
225,Node,11178,11178,13178,1141994,X,Relu_20,Relu,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [947200], 'core': 16, 'Distribution': 20, 'DistributionEnqueue': 19, 'Run': 12458, 'Wait': 595, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 52, 'core': 40}, '139996788307712': {'num_run': 52, 'core': 24}, '139996645697280': {'num_run': 52, 'core': 21}, '139996779915008': {'num_run': 52, 'core': 45}, '139996771522304': {'num_run': 52, 'core': 15}, '139996763129600': {'num_run': 52, 'core': 11}, '139996754736896': {'num_run': 52, 'core': 35}}}","[{'float': [1, 64, 800, 592]}]",0,121241600,102,121241600,CPUExecutionProvider,"[{'float': [1, 64, 800, 592]}]"
226,Node,11178,11178,0,1155181,X,Relu_20_fence_after,Relu,,,,,,,,
227,Node,11178,11178,2,1162059,X,ConvTranspose_1_fence_before,ConvTranspose,,,,,,,,
228,Node,11178,11178,6279,1162067,X,ConvTranspose_1,ConvTranspose,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [1], 'core': 16, 'Distribution': 2, 'DistributionEnqueue': 1, 'Run': 3453, 'Wait': 1, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 53, 'core': 40}, '139996788307712': {'num_run': 53, 'core': 24}, '139996645697280': {'num_run': 53, 'core': 21}, '139996779915008': {'num_run': 53, 'core': 45}, '139996771522304': {'num_run': 53, 'core': 15}, '139996763129600': {'num_run': 53, 'core': 11}, '139996754736896': {'num_run': 53, 'core': 35}}}","[{'float': [1, 64, 800, 592]}]",0,121241600,103,7577600,CPUExecutionProvider,"[{'float': [1, 1, 1600, 1184]}]"
229,Node,11178,11178,0,1168355,X,ConvTranspose_1_fence_after,ConvTranspose,,,,,,,,
230,Node,11178,11178,3,1176596,X,Add_12_fence_before,Add,,,,,,,,
231,Node,11178,11178,573,1176605,X,Add_12,Add,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [59200], 'core': 16, 'Distribution': 2, 'DistributionEnqueue': 1, 'Run': 481, 'Wait': 11, 'WaitRevoke': 1}, 'sub_threads': {'139996796700416': {'num_run': 54, 'core': 40}, '139996788307712': {'num_run': 54, 'core': 24}, '139996645697280': {'num_run': 54, 'core': 21}, '139996779915008': {'num_run': 54, 'core': 45}, '139996771522304': {'num_run': 54, 'core': 15}, '139996763129600': {'num_run': 54, 'core': 11}, '139996754736896': {'num_run': 54, 'core': 35}}}","[{'float': [1, 1, 1600, 1184]}, {'float': [1, 1, 1, 1]}]",4,7577600,105,7577600,CPUExecutionProvider,"[{'float': [1, 1, 1600, 1184]}]"
232,Node,11178,11178,0,1177185,X,Add_12_fence_after,Add,,,,,,,,
233,Node,11178,11178,0,1177190,X,Sigmoid_0_fence_before,Sigmoid,,,,,,,,
234,Node,11178,11178,258,1177192,X,Sigmoid_0,Sigmoid,"{'main_thread': {'thread_pool_name': 'intra-op', 'thread_id': '139998972729152', 'block_size': [59200], 'core': 16, 'Distribution': 1, 'DistributionEnqueue': 0, 'Run': 180, 'Wait': 36, 'WaitRevoke': 0}, 'sub_threads': {'139996796700416': {'num_run': 55, 'core': 40}, '139996788307712': {'num_run': 55, 'core': 24}, '139996645697280': {'num_run': 55, 'core': 21}, '139996779915008': {'num_run': 55, 'core': 45}, '139996771522304': {'num_run': 55, 'core': 15}, '139996763129600': {'num_run': 55, 'core': 11}, '139996754736896': {'num_run': 55, 'core': 35}}}","[{'float': [1, 1, 1600, 1184]}]",0,7577600,106,7577600,CPUExecutionProvider,"[{'float': [1, 1, 1600, 1184]}]"
235,Node,11178,11178,0,1177456,X,Sigmoid_0_fence_after,Sigmoid,,,,,,,,
236,Session,11178,11178,1016520,160939,X,SequentialExecutor::Execute,,,,,,,,,
237,Session,11178,11178,1016572,160909,X,model_run,,,,,,,,,
